actor,imdb_mean
Coumba Dieng,6.7
Countess Vaughn,6.3
Courtenay Taylor,8.5
Courteney Cox,6.220000000000001
Courtney B. Vance,6.325
Courtney Eaton,6.4
Courtney Halverson,5.3
Courtney Henggeler,8.6
Courtney Love,6.1
Courtney Shaw,6.4
Coy Stewart,6.033333333333334
Cozi Zuehlsdorff,6.4
Craig Behenna,7.5
Craig Bierko,7.6
Craig Conway,5.1
Craig Fairbrass,6.4
Craig Ferguson,6.88
Craig Fogel,4.3
Craig Francis,4.3
Craig Frank,5.4
Craig Gazey,4.3
Craig Hall,6.85
Craig Hyde-Smith,6.0
Craig McLachlan,6.800000000000001
Craig Parker,7.5
Craig Parkinson,7.466666666666666
Craig Roberts,7.3
Craig Robinson,6.442857142857142
Craig Robinson & The Nasty Delicious,5.0
Craig Stott,6.6
Craig T. Nelson,6.85
Craig Tracy,7.1
Cranston Johnson,6.4
Cree Cicchino,6.35
Cree Summer,6.266666666666667
Creed Bratton,6.0
Cress Williams,6.9
Cressida Bonas,4.2
Crina Semciuc,5.35
Criolo,4.7
Cris Acosta,4.3
Cris Villanueva,6.8999999999999995
Cris Villonco,6.35
Crispin Freeman,7.300000000000001
Crispin Glover,5.816666666666666
Cristabel Goddy,5.5
Cristela Alonzo,6.4
Cristi Puiu,6.6
Cristiana Capotondi,7.0
Cristiano Caccamo,5.3
Cristin Milioti,7.800000000000001
Cristina Banegas,8.2
Cristina Castaño,6.4
Cristina Michaus,7.8
Cristina Milizia,5.65
Cristina Morán,6.3
Cristina Plazas,5.1
Cristina Rodlo,6.7
Cristina Rosato,6.2
Cristina Serafini,5.7
Cristina Umaña,8.55
Cristina Urgel,8.0
Cristina Vee,6.733333333333333
Cristina Warner,6.4
Cristina do Rego,6.7
Cristine Reyes,6.266666666666667
Cristián Riquelme,3.7
Cristián de la Fuente,5.699999999999999
Cristobal Tapia Montt,7.5
Cruz Kim,6.1
Crystal Fox,5.9
Crystal Kay,6.45
Crystal Lowe,5.3999999999999995
Crystal Reed,6.15
Crystal Scales,6.0
Crystal Yu,5.4
Cuauhtémoc Duque,3.4
Cuba Gooding Jr.,7.220000000000001
Cung Le,6.15
Curt Hansen,5.6
Curtis Harris,5.2
Curtis York,5.3
Curtiss Cook Jr.,7.0
Cush Jumbo,5.5
Cut Mini Theo,6.8
Cybill Shepherd,8.2
Cydney J. Fam,7.4
Cylk Cozart,6.6
Cymbal Byrd,6.6
Cyndi Wang,6.5
Cynthia Addai-Robinson,7.2
Cynthia Capers,5.5
Cynthia Dankwa,6.5
Cynthia Kaye McWilliams,5.6
Cynthia Kirchner,3.4
Cynthia Klitbo,7.8
Cynthia Koh,5.8
Cynthia Martells,7.1
Cynthia Nixon,5.8
Cynthia Preston,6.2
Cynthia Rose Hall,5.6
Cynthia Sikes,5.6
Cynthia Smith,5.6
Cynthia Stevenson,6.2
Cynthy Wu,6.0
Cyril Chauquet,7.4
Cyril Mendy,8.5
Cyril Nri,4.9
Cyron Melville,6.9
Cyrus McQueen,6.8
Cécile De France,6.9
Célia Catalifo,7.3
Céline Melloul,6.3
Céline Ronté,6.9
Céline Sallette,8.1
César Albarracín,7.2
César Bordón,6.7
César Cambeiro,6.8
César Cardadeiro,5.8
César Manjarrez,6.8
César Mateo,7.0
César Mello,5.5
César Mora,6.699999999999999
César Pezzuoli,6.8
César Rodríguez,4.85
César Troncoso,7.6
César Vea,8.2
D P Ghani,7.2
D'Arcy Carden,7.066666666666666
D. Narsingh Rao,5.6
D. Santosh,8.05
D.B. Woodside,8.1
D.C. Douglas,6.5
D.C. Young Fly,3.0
D.G. Maloney,6.2
"D.J. ""Shangela"" Pierce",5.35
D.J. Cotrona,7.2
D.L. Hughley,6.7
DJ Amorim,7.6
DJ Khaled,6.449999999999999
DJ Law,8.5
DJ Qualls,6.249999999999999
DJ Ruckus,4.3
DMX,5.6
Da Peng,6.9
Da'Vine Joy Randolph,7.3
Da-hae Lee,5.7
Da-young Joo,5.5
Dacre Montgomery,8.1
Dada Chan,5.85
Daddi Tang,7.9
Dady Brieva,7.5
Dae-Myung Kim,7.5
Daffany Clark,3.5
Dag Malmberg,6.8
Dagmar Bláhová,6.3
Dagmara Dominczyk,5.7
Dagny Backer Johnsen,6.3
Dagoberto Gama,7.566666666666666
Dai Hasegawa,6.6
Dai Liparoti,2.5
Dai Xiangyu,6.933333333333334
Daigo,6.8
Daiken Okudaira,7.8
Daiki Nakamura,8.3
Daiki Shigeoka,7.15
Daiki Yamashita,7.533333333333334
Dain Said,6.3
Daisuke Hirakawa,7.45
Daisuke Kirii,8.2
Daisuke Kishio,7.4
Daisuke Namikawa,7.466666666666668
Daisuke Ono,7.368421052631579
Daisuke Sakaguchi,7.1000000000000005
Daisuke Tsuji,8.5
Daisy Anderson,4.7
Daisy Haggard,8.6
Daisy Irani,7.5
Daisy Lewis,7.4
Daisy Lightfoot,5.7
Daisy McCrackin,5.7
Daisy Prescott,6.7
Daisy Ridley,6.8
Dajana Čuljak,6.7
Dakore Akande,5.42
Dakota Basseri,6.3
Dakota Bruton,4.4
Dakota Fanning,6.359999999999999
Dakota Goyo,6.699999999999999
Dakota Loesch,6.1
Dakota Lustick,5.6
Daksha Mahendra,5.4
Dal-su Oh,7.066666666666667
Dalal Abdel Aziz,5.199999999999999
Dalal Abdelaziz,6.8999999999999995
Dale Carley,2.5
Dale Dickey,7.071428571428571
Dale Elliott,6.3
Dalila Bela,8.7
Dalilah Polanco,7.7
Dalip Sondhi,7.0
Dalip Tahil,5.377777777777777
Dallas Hart,6.9
Dallas Roberts,7.3999999999999995
Dally Daljit,6.2
Dalton Vigh,5.3999999999999995
Dalí González,8.0
Damandeep Singh Baggan,4.3
Damayanti Quintanar,7.8
Damian Alexander D'Souza,7.2
Damian Chapa,6.2
Damian Hardung,7.9
Damian Kell,5.7
Damian Lau,6.199999999999999
Damian Lewis,5.7
Damian Nueva Cortes,7.2
Damian Woetzel,7.1
Damian Young,6.9
Damian de Montemas,5.9
Damien Chapelle,5.2
Damien Echols,8.3
Damien Fotiou,6.5
Damien Garvey,7.75
Damien Laquet,5.0
Damien Mander,7.9
Damien Molony,7.7
Damilola Adegbite,6.550000000000001
Damilola Ogunsi,6.3
Daminee Basu,7.0
Damián Alcázar,7.525
Damkerng Thitapiyasak,7.5
Damla Sönmez,8.0
Damon Gupton,5.05
Damon Herriman,7.35
Damon J. Gillespie,5.9
Damon Wayans,7.0
Damon Wayans Jr.,6.6
Damon Younger,7.1
Damone Roberts,6.0
Damson Idris,5.4
Dan Aaron Ramnarong,6.5
Dan Aykroyd,6.299999999999999
Dan Baily,4.9
Dan Bakkedahl,4.95
Dan Beirne,5.9
Dan Breitman,7.0
Dan Butler,7.6
Dan Byrd,6.45
Dan Castellaneta,7.25
Dan Chameroy,6.35
Dan Chiriac,7.9
Dan Condurache,7.6
Dan Davies,5.3
Dan Fogelman,6.8
Dan Fogler,5.92
Dan Futterman,5.5
Dan Godwin,8.3
Dan Green,6.333333333333333
Dan Hedaya,6.35
Dan Herzberg,7.5
Dan Hong,7.0
Dan Joffre,6.2
Dan Jones,7.8
Dan Milano,6.95
Dan Mor,7.3
Dan Naturman,6.9
Dan Patrick,6.5
Dan Payne,4.6
Dan Petronijevic,7.2
Dan Renton Skinner,7.1
Dan Schneider,5.7
Dan Snow,7.05
Dan Soder,6.7
Dan Spielman,6.45
Dan Stevens,7.066666666666667
Dan Styles,6.5
Dan Sylvester,8.5
Dan Wyllie,6.65
Dan Ziskie,5.0
Dana Abdullilah,7.5
Dana Andrews,5.9
Dana Ashbrook,8.8
Dana Carvey,6.5
Dana Davis,5.85
Dana DeLorenzo,8.8
Dana Dogaru,7.9
Dana Fuchs,7.3
Dana Gourrier,6.966666666666666
Dana Hill,6.4
Dana Ivey,8.0
Dana Jabr,6.1
Dana Lewis,5.7
Dana Mardini,7.1
Dana Min Goodman,6.0
Dana Snyder,6.75
Dana Wheeler-Nicholson,5.6
Dana Woods,5.9
Danai Gurira,7.7749999999999995
Dandy Barrett,5.1
Dane Cook,5.966666666666666
Dane DeHaan,6.6
Dane Martinez,6.5
Dani,6.5
Dani El Rojo,6.1
Dani Kind,7.6
Dani Ornellas,2.7
Dani Rovira,6.666666666666667
Dani Schaffel,6.1
Dania Gelderblom,8.9
Danica Curcic,7.374999999999999
Danica McKellar,6.0
Danica Patrick,4.9
Daniel Alcaíno,7.3
Daniel Amerman,4.25
Daniel Arenas,7.8
Daniel Aráoz,6.0
Daniel Bacon,6.35
Daniel Bellomy,6.6
Daniel Bonjour,7.3
Daniel Booko,4.466666666666666
Daniel Breaker,7.1
Daniel Brochu,4.8
Daniel Brühl,7.0200000000000005
Daniel Candia,8.0
Daniel Chamorro,6.9
Daniel Cooksley,5.1
Daniel Craig,7.628571428571427
Daniel Currás,7.033333333333334
Daniel Dantas,5.6
Daniel Davids,7.5
Daniel Day-Lewis,7.666666666666667
Daniel DeSanto,7.8
Daniel Di Biase,7.2
Daniel Diemer,6.9
Daniel Doheny,5.8999999999999995
Daniel Duval,6.5
Daniel Edward Mora,6.0
Daniel Effiong,4.8
Daniel Eric Gold,6.6
Daniel Ewing,5.65
Daniel Ezra,7.7
Daniel Feuerriegel,8.5
Daniel Filho,6.7
Daniel Friedl,6.2
Daniel Frikstad,7.4
Daniel Furlan,6.6
Daniel Fuster,7.2
Daniel Gagnon,6.9
Daniel Gillies,8.2
Daniel Gimenez Cacho,6.9
Daniel Giménez Cacho,7.0
Daniel Grao,6.68
Daniel Guillón,7.1
Daniel Haddad,6.5
Daniel Hagen,6.7
Daniel Hendler,5.65
Daniel Henshall,7.699999999999999
Daniel Holguín,6.699999999999999
Daniel Hopwood,7.4
Daniel Huttlestone,7.6
Daniel Ibáñez,6.8
Daniel Ings,8.7
Daniel J. Edwards,5.9
Daniel J. Travanti,7.2
Daniel J. Watts,6.9
Daniel Jumillas,5.4
Daniel Kaluuya,7.900000000000001
Daniel Kang,6.5
Daniel Kash,5.4
Daniel Lapaine,6.5
Daniel Levy,8.6
Daniel Lissing,8.1
Daniel Lugo,4.9
Daniel Lundh,6.8
Daniel MK Cohen,6.8
Daniel MacPherson,5.7
Daniel Martínez,6.5
Daniel Mays,7.3
Daniel Middleton,6.6
Daniel Moncada,6.4
Daniel Muñoz,4.8
Daniel Newman,4.9
Daniel O'Meara,6.6
Daniel O'Shea,6.7
Daniel Ogbeide-John,6.6
Daniel Ortiz,5.1
Daniel Pacheco,4.8
Daniel Padilla,6.6625
Daniel Palmer,4.4
Daniel Phai,6.1
Daniel R. Hill,5.9
Daniel Radcliffe,6.833333333333333
Daniel Raymont,7.5
Daniel Rigby,8.200000000000001
Daniel Rocha,4.5
Daniel Rochford,7.6
Daniel Roebuck,6.85
Daniel Rosado,6.1
Daniel Ryan,6.6
Daniel Sauli,6.8
Daniel Sharman,5.15
Daniel Sloss,8.6
Daniel Sosa,6.633333333333333
Daniel Southworth,6.1
Daniel Stern,5.85
Daniel Sträßer,7.15
Daniel Sunjata,6.6
Daniel Sánchez Arévalo,6.1
Daniel Torres,6.7
Daniel Valenzuela,5.6
Daniel Washington,2.6
Daniel Watterson,5.6
Daniel Webber,6.45
Daniel Weber,2.8
Daniel Whyte,2.6
Daniel Wu,6.0
Daniel Zacapa,5.9
Daniel Zolghadri,6.3
Daniel von Bargen,7.0
Daniela Barbosa,5.5
Daniela Bascopé,6.8
Daniela Bobadilla,6.9
Daniela Castro,8.2
Daniela Denby-Ashe,8.6
Daniela Duspara,6.4
Daniela Escobar,5.2
Daniela Estrada,6.6
Daniela Newton,4.7
Daniela Norman,5.9
Daniela Ramírez,7.5
Daniela Rubio,6.3
Daniela Sandiford,5.7
Daniela Schmidt,8.0
Daniela Sea,7.6
Daniela Vega,7.4
Daniela Wong,5.4
Daniele Mariani,6.3
Daniele Pecci,6.0
Daniele Vicorito,5.9
Daniella Alonso,7.4
Daniella Monet,5.35
Daniella Pineda,6.3
Daniella Rahme,6.85
Daniella Van Graas,5.7
Danielle Bird,5.7
Danielle Brooks,6.3999999999999995
Danielle Campbell,6.199999999999999
Danielle Carter,5.5
Danielle Chuchran,5.2
Danielle Cormack,8.0
Danielle Harold,4.3
Danielle Harris,5.933333333333334
Danielle Lauder,4.4
Danielle Macdonald,7.049999999999999
Danielle Nicolet,6.9
Danielle Panabaker,7.1
Danielle Rose Russell,7.5
Danielle Vitalis,5.9
Danielle Walters,7.7
Danielle Winits,6.7
Danielle von Zerneck,6.9
Danika Yarosh,4.5
Danila Kozlovsky,6.550000000000001
Danilo Grangheia,7.7
Danilo Kamperidis,7.9
Danilo Mesquita,5.35
Danilo de Moura,7.8
Danish Husain,6.233333333333333
Danish Hussain,6.699999999999999
Danish Pandor,6.9
Danish Taimoor,6.7
Danitza Athanassiadis,7.0
Daniyal Yousuf,7.4
Dann Florek,4.9
Danna García,7.9
Danna Paola,6.066666666666666
Danneel Ackles,5.699999999999999
Danni Wang,6.4
Danny Bonaduce,6.3
Danny Boushebel,6.2
Danny Bruzzi,6.5
Danny Chan,7.4
Danny Chan Kwok-kwan,7.35
Danny DeVito,7.725
Danny Denzongpa,5.5249999999999995
Danny Dyer,7.6
Danny Fields,6.7
Danny Flaherty,5.75
Danny Glover,5.8
Danny Hoch,6.6
Danny Huston,6.4
Danny Jacobs,6.975
Danny John-Jules,6.6
Danny Katiana,7.3
Danny Kaye,7.6
Danny Kim,6.6
Danny Lee,6.3
Danny Mann,7.1
Danny Masterson,6.45
Danny McBride,6.177777777777777
Danny Morgan,4.8
Danny Nucci,7.9
Danny Perea,7.0
Danny Pudi,6.466666666666666
Danny Ramirez,8.0
Danny Sapani,7.5249999999999995
Danny Slavin,6.9
Danny Tamberelli,7.8
Danny Trejo,5.769230769230769
Danny Vinson,5.8
Danny Wayne,6.449999999999999
Danny Webb,6.7
Danny Wells,6.2
Danny Woodburn,4.966666666666666
Danson Tang,6.45
Dante Basco,9.2
Dante Brown,7.5
Dante Crichlow,5.2
Dante Han,7.0
Dante Hoagland,6.9
Dante Rivero,6.6
Dante Scott,6.9
Dante Zee,7.2
Danuta Kowalska,4.7
Danuta Stenka,7.1
Dany Boon,5.966666666666666
Dany Casco,7.0
Dany Verissimo-Petit,3.8
Danying Feng,6.7
Daphne Oseña-Paez,6.7
Daphne Rubin-Vega,5.6
Daphne Sheldrick,8.1
Daphne Wellens,7.2
Daphne Zuniga,3.6
Dar Salim,7.8
Dara Hanfman,4.6
Dara Heng,7.2
Dara Our,5.5
Dara Phang,5.5
Dara Singh,7.7
Daran Norris,6.166666666666667
Darby Camp,6.3999999999999995
Darby Stanchfield,7.266666666666667
Darby Walker,3.6
Darcy Laurie,6.9
Darcy Rose Byrnes,6.75
Dareen Albayedh,7.3
Daria Midou,8.0
Daria Widawska,5.8
Darin Brooks,5.8
Darin De Paul,7.8
Darin Olien,8.1
Dario Yazbek Bernal,7.7
Darius Amarfio-Jefferson,5.9
Darius McCrary,4.4
Darius Rose,5.8
Darius Zaviceanu,8.1
Dariusz M. Uczkowski,6.1
Darkiel,7.8
Darlene Cates,7.8
Darlene Love,6.15
Darragh Gargan,8.7
Darrel Guilbeau,7.800000000000001
Darrell Hammond,5.0
Darrell Taylor,5.3
Darren Barnet,7.9
Darren Chen,8.1
Darren Chiu,7.0
Darren Criss,7.1000000000000005
Darren Dalton,5.4
Darren Day,4.3
Darren Dunstan,7.2
Darren Espanto,7.3
Darren Jew,8.3
Darren Lim,5.8
Darren Mann,4.4
Darren Muselet,7.1
Darren Pettie,7.1
Darren Shahlavi,7.5
Darren Wang,5.566666666666666
Darrin Dewitt Henson,4.45
Darryl Cox,6.8
Darryl Quon,6.5
Darshan Jariwala,5.685714285714286
Darshan Kumar,6.8
Darshan Machamada,5.9
Darshan Pandya,7.6
Darsheel Safary,4.35
Dartanian Sloan,5.3
Darwin Shaw,6.6
Daryl Gilley,6.8
Daryl Hannah,7.480000000000001
Daryl Sabara,6.15
Daryle Lamont Jenkins,5.9
Darío Barassi,5.2
Darío Grandinetti,5.0
Darío T. Pie,6.2
Darío Valenzuela,8.8
Darío Yazbek,7.8
Dascha Polanco,7.65
Dash Mihok,5.800000000000001
Dasha Charusha,6.7
Dasha Nekrasova,5.3
Dashiell Messitt,6.8
Dave,6.5
Dave Annable,6.8
Dave Attell,7.8
Dave Bautista,6.1
Dave Bridges,8.3
Dave Brown,7.5
Dave Chappelle,7.525
Dave Coulier,6.8
Dave East,6.4
Dave Engfer,5.7
Dave Fennoy,6.266666666666666
Dave Ferguson,6.7
Dave Foley,7.7
Dave Franco,6.419999999999999
Dave Goelz,6.900000000000001
Dave Johns,6.3999999999999995
Dave Lamb,7.4
Dave Madden,6.3
Dave Matthews,5.5
Dave Merheje,6.5
Dave Navarro,7.4
Dave Pender,6.2
Dave Pettitt,7.55
Dave Sheridan,5.8999999999999995
Dave West,7.0
Dave Wills,6.7
Dave schultz,7.5
Daveed Diggs,7.066666666666666
Daveigh Chase,7.1
Davey Grant,7.2
Davi Santos,5.1
David A.R. White,4.6
David Abraham,7.6
David Ajala,6.333333333333333
David Alan Grier,6.3
David Anders,7.8
David Andrews,6.5
David Anzuelo,5.4
David Arquette,5.300000000000001
David Asavanond,5.5
David Attenborough,8.618181818181817
David Avery,6.0
David Banner,6.533333333333334
David Bannerman,5.7
David Batra,5.9
David Belle,6.1
David Benger,7.3
David Bennent,7.6
David Berni,7.1
David Berry,8.4
David Blue,6.7
David Boat,6.7
David Bower,7.1
David Bradley,7.040000000000001
David Calder,5.7
David Campbell,6.5
David Carling,6.2
David Carr,5.7
David Carradine,8.05
David Chang,7.533333333333334
David Chao,5.7
David Chen,6.7
David Chiang,5.6
David Chiu,7.3
David Chocarro,6.8
David Chokachi,7.0
David Collins,6.266666666666666
David Corenswet,7.55
David Costabile,6.55
David Cowgill,7.1
David Crane,6.0
David Cronenberg,7.8
David Cross,6.866666666666666
David Cubitt,6.1
David Dastmalchian,7.0
David Dawson,8.433333333333332
David DeLuise,4.35
David Del Rio,5.7
David Dencik,7.166666666666667
David Denman,6.9
David Domoney,8.0
David Dorfman,7.1
David Duchovny,6.8
David Eagleman,6.3
David Earl,8.0
David Ebert,4.9
David Eigenberg,4.5
David Elliot,7.1
David Elms,6.0
David Essex,6.6
David Faustino,7.2
David Fernandez Jr.,3.5
David Field,6.4
David Fielding,6.5
David Foster,6.8
David Fridman,5.7
David Fynn,5.8
David Gasman,6.35
David Gerber,6.0
David Goldman,7.9
David Graham,7.3
David Gray,2.6
David Gridley,5.0
David Gulpilil,6.5
David Gunning,5.7
David Gyasi,7.2
David H. Stevens,5.4
David Haig,7.1
David Harbour,6.933333333333333
David Harewood,6.766666666666667
David Hargreaves,6.4
David Hasselhoff,5.800000000000001
David Haydn-Jones,6.5
David Hayman,6.660000000000001
David Hendrawan,6.3
David Herman,7.050000000000001
David Holt,7.38
David Hoole,6.5
David Hornsby,7.8
David Horton,7.5
David Howard Thornton,5.6
David Hyde Pierce,7.2
David Iacono,5.6
David James,7.9
David James Elliott,6.65
David Jensen,7.0
David Jones David,8.6
David Kallaway,6.0
David Kaye,6.525
David Keith,5.15
David Kelly,6.6
David Kinch,8.0
David Koechner,6.133333333333333
David Kronawitter,6.3
David Kross,6.5
David Krumholtz,7.15
David La Haye,4.6
David Lambert,7.9
David Lee,6.4
David Lee McInnis,7.0
David Lee Mckinney,8.3
David Letterman,7.35
David Lewis,3.8
David Lodge,5.85
David Lovgren,4.7
David Lynch,6.5
David Lyons,7.15
David Maldonado,6.0
David Mandelbaum,8.0
David Marciano,7.2
David Matranga,7.9
David Mazouz,5.8999999999999995
David McCallum,7.7
David McCracken,4.8
David Meadows,2.6
David Medel,6.5
David Menkin,7.1
David Meunier,7.5
David Michie,4.2
David Milchard,4.0
David Morrissey,6.833333333333333
David Morse,6.55
David Murray,7.7
David Naughton,3.6
David Nichtern,8.3
David O'Donnell,6.2
David O'Hara,5.55
David Oakes,7.9
David Ogden Stiers,4.7
David Ojalvo,7.9
David Oliver Nelson,6.3
David Omoregie,8.4
David Oyelowo,6.612500000000001
David Paetkau,6.2
David Pasquesi,6.7
David Patrick Kelly,7.6
David Paymer,6.7
David Pearse,6.75
David Pendleton,6.2
David Proval,7.2
David Prowse,5.9
David Ramsey,7.5
David Richmond-Peck,6.4
David Roach,7.699999999999999
David Robbins,4.1
David Ross Paterson,7.5
David Rudman,6.833333333333333
David Ryall,6.449999999999999
David S. Lee,7.3
David Sampliner,6.3
David Saracino,6.050000000000001
David Schaal,5.466666666666666
David Schneider,6.9
David Schofield,6.65
David Schwimmer,6.95
David Schütter,6.666666666666667
David Selby,7.7
David Selvas,8.1
David Shackelford,3.4
David Shannon,5.4
David Shaughnessy,7.6
David Sheridan,7.8
David So,6.3
David Solans,7.699999999999999
David Spade,5.6
David St. Louis,6.3
David Stakston,7.5
David Steen,8.4
David Stenstrom,6.6
David Strathairn,6.4624999999999995
David Suchet,6.2
David Sullivan,6.166666666666667
David Tennant,7.625
David Theune,6.5
David Thewlis,7.071428571428572
David Thornton,6.7
David Threlfall,6.933333333333334
David Trejos,7.1
David Tse,4.4
David Vadim,5.6
David Venancio Muro,7.5
David Verdaguer,6.949999999999999
David Vert,7.7
David Villada,7.2
David Villegas,3.4
David W. Thompson,7.05
David Wain,6.266666666666666
David Wald,8.0
David Walliams,7.133333333333333
David Walton,5.7
David Warner,6.1
David Warshofsky,8.2
David Weatherley,5.4
David Wenham,5.833333333333333
David Westhead,7.1
David Willis,8.2
David Wilmot,6.949999999999999
David Wilson Barnes,8.4
David Yip,7.8
David Yost,6.55
David Yow,6.9
David Zayas,6.575
David Zorrilla,4.3
David de Lautour,6.5
David de Vos,5.8
Davide Calgaro,5.3
Davide Carrera,6.733333333333334
Davie-Blue,5.9
Davika Hoorne,7.3
Davina Leonard,6.5
Davina McCall,7.6
Davood Ghadami,6.6
Davy Kaye,6.9
Davyon St. Usaire,6.1
Davíð Freyr Þórunnarson,7.1
Dawan Owens,5.9
Dawid Ogrodnik,6.9
Dawn French,7.7
Dawn Greenhalgh,6.2
Dawn Olivieri,6.05
Dawn Zulueta,6.75
Dawnisha Halfkenny,6.4
Dawood Hussain,6.95
Dawson Ehlke,4.4
Dax Shepard,5.833333333333333
Day Mesquita,5.05
Daya Shankar Pandey,6.3999999999999995
Daya Shanker Pandey,4.2
Dayci Brookshire,6.257142857142857
Daymond John,4.3
Dayo Akinpelu,6.3
Dayo Amusa,5.7
Dayo Okeniyi,6.6
De Ming Wang,7.8
De'Adre Aziza,6.8
De'Aundre Bonds,6.7
DeAnne Smith,6.5
DeForest Kelley,7.9
DeJuan Guy,6.6
DeRay Davis,5.02
DeRon Horton,6.1
DeShaun Clarke,6.8
DeVaughn Gow,4.4
DeWanda Wise,6.5
Deah Tandon,6.5
Dean Andrews,6.3
Dean Cain,6.366666666666667
Dean Cameron,5.8
Dean Choe,4.4
Dean Collins,7.2
Dean Edwards,6.65
Dean Fujioka,8.0
Dean Gladstone,7.6
Dean Goss,6.0
Dean Jagger,7.6
Dean Martin,7.7
Dean McDermott,6.7
Dean Norris,7.425000000000001
Dean O'Gorman,7.5
Dean Petriw,6.8
Dean S. Jagger,5.2
Dean Stockwell,6.7
Dean Tang,5.3
Dean Tardioli,6.4
Dean Wareham,6.9
Dean Winters,6.8
Dean-Charles Chapman,6.8
Deana Carter,6.1
Deann Degruijter,7.2
Deanna McGovern,6.9
Deanne Lauvin,5.0
Deb Mukherjee,7.4
Deb Ranajan Nag,6.9
Debbi Morgan,5.85
Debbie Allen,7.35
Debbie Reynolds,6.3
Debbie Welsh,8.3
Debby Ryan,5.95
Debi Derryberry,6.569230769230769
Debi Mazar,5.4
Debo Akibe,6.7
Debo Andryos,7.2
Deborah Estelle Phillips,7.0
Deborah Findlay,6.449999999999999
Deborah Grall,5.5
Deborah Joy Winans,7.4
Deborah Kara Unger,5.0
Deborah Knox- Hewson,6.6
Deborah Mailman,6.7
Deborah Rosan,6.7
Deborah Rush,5.6
Deborah Van Valkenburgh,4.2
Debra Jo Rupp,8.1
Debra Messing,5.699999999999999
Debra Monk,6.7
Debra Mooney,6.9
Debra Wilson,7.2
Debra Winger,6.8
Debrianna Mansini,4.6
Debs Howard,3.9
Declan De Barra,6.7
Declan Hannigan,6.0
Declan Joyce,3.4
Deddy Mahendra Desta,7.3
Deddy Sutomo,7.7
Dede Satria,6.2
Dede Yusuf,6.8
Dee Bradley Baker,7.08
Dee Dee Green,6.4
Dee Snider,7.2
Dee Wallace,4.133333333333333
Deedar GIll,7.9
Deejay Durano,5.45
Deeksha Joshi,6.9
Deelia Meriel,4.3
Deep Joshi,5.7
Deep Ng,4.4
Deep Raj Rana,6.2
Deep Roy,6.6
Deep Sidhu,6.5
Deepa Sahi,4.2
Deepak Chachra,4.1
Deepak Chopra,7.0
Deepak Damle,5.9
Deepak Dobriyal,6.2375
Deepak Gheewala,6.6
Deepak Jha,6.5
Deepak Qazir,7.0
Deepak Sampat,5.9
Deepak Shirke,5.15
Deepak Subramanya,7.7
Deepak Tijori,6.066666666666666
Deepak Wadhwa,6.9
Deepal Shaw,8.1
Deepali Pansare,6.9
Deepali Sahay,7.7
Deepankar De,7.2
Deepika Padukone,6.1
Deepjyoti Kalita,6.8
Deepshikha,5.5
Deepti Gujral,6.0
Deepti Lele,8.1
Deepti Naval,7.133333333333333
Deepti Pujari,5.0
Defne Halman,7.4
Defne Kayalar,8.6
Deirdre Mullins,6.0
Deirdre O'Connell,5.1
Deirdre O'Kane,5.1
Dejan Cukic,7.2
Del Close,7.8
Del Synnott,7.3
Dele Odule,5.0
Deleila Piasko,6.2
Delfina Chaves,5.05
Delfina Guzmán,7.5
Delia Mayer,8.0
Delimawati,6.2
Della Dartyan,7.050000000000001
Delnaaz Irani,7.3
Delnaaz Paul,6.050000000000001
Delphine Baril,4.6
Delphine Théodore,6.2
Delroy Brown,5.3
Delroy Lindo,5.75
Delta Burke,7.7
Delzad Hiwale,7.3
Demba Diaw,3.1
Demet Akbağ,6.057142857142857
Demet Evgar,7.2
Demetri Goritsas,7.25
Demetri Martin,7.0200000000000005
Demetrius Grosse,6.65
Demi Banwo,5.2
Demi Lovato,6.05
Demi Moore,5.74
Demian Aditya,7.4
Demián Bichir,6.32
Demore Barnes,7.1
Demosthenes Chrysan,7.2
Dempsey Bryk,5.3
Dena Kaplan,8.1
Denden,6.6
Dendrie Taylor,5.825
Deneen Tyler,5.7
Deng Chao,7.0
Deng JiaJia,6.8
Deng Lun,8.4
Deng Yuli,5.3
Denholm Elliott,8.3
Deni Gordon,7.8
Denira Wiraguna,6.5
Denis Akiyama,7.5
Denis Arndt,6.65
Denis Dorokhov,5.3
Denis Gómez,7.5
Denis Lavant,3.8
Denis Leary,6.800000000000001
Denis Moschitto,6.2
Denis Ménochet,7.8
Denis O'Hare,7.675
Denis Podalydès,5.9
Denis Shvedov,7.8
Denis Theriault,5.2
Denise Boutte,5.2
Denise Dal Vera,7.0
Denise Dowse,7.3
Denise Fraga,6.4
Denise Ho,5.6
Denise Laurel,6.0
Denise Newman,6.1
Denise Nickerson,7.8
Denise Richards,5.4
Denisse Ojeda,4.4
Deniz Arora,7.7
Deniz Barut,7.2
Deniz Baysal,8.2
Deniz Deha Lostar,6.2
Deniz Orta,7.6
Deniz Özerman,5.2
Dennenesch Zoudé,8.0
Dennis Adhiswara,7.0
Dennis Andres,6.949999999999999
Dennis Bartok,4.7
Dennis Christopher,8.4
Dennis Hayden,5.7
Dennis Haysbert,6.166666666666667
Dennis Herrmann,6.5
Dennis Hopper,7.8
Dennis Jaffee,7.5
Dennis Lebby,5.3
Dennis Lindsey,6.1
Dennis Mojen,6.4
Dennis Padilla,6.4750000000000005
Dennis Prescott,6.8
